Product Code,Available,12/29/2025,12/30/2025,01/30/2026,02/27/2026,03/16/2026,03/31/2026
PS21208-CT-18,10,0,0,0,0,0,0
PS21208-GD-12,4,0,0,0,0,0,0
PS21208-GP-00,2,0,0,0,0,0,0
PS21208-HPK-10,13,0,0,0,0,0,0
PS21208-HPK-12,64,0,0,0,0,0,0
PS21208-HPK-14,77,0,0,0,0,0,0
PS21208-HPK-16,67,0,0,0,0,0,0
PS21208-HPK-18,104,0,0,0,0,0,0
PS21208-IVAB-06,7,0,0,0,0,0,0
PS21208-IVAB-08,58,0,0,0,0,0,0
PS21208-IVAB-10,78,0,0,0,0,0,0
PS21208-IVAB-12,65,0,0,0,0,0,0
PS21208-IVAB-14,100,0,0,0,0,0,0
PS21208-IVAB-16,65,0,0,0,0,0,0
PS21208-IVAB-18,109,0,0,0,0,0,0
PS21208-MG-12,1,0,0,0,0,0,0
PS21208-MG-16,1,0,0,0,0,0,0
PS21208-NV-0,2,0,0,0,0,0,0
PS21208-NV-12,2,0,0,0,0,0,0
PS21208-ON-10,2,0,0,0,0,0,0
PS21208-ON-12,5,0,0,0,0,0,0
PS21208-ON-20,2,0,0,0,0,0,0
PS21208-ON-22,2,0,0,0,0,0,0
PS21208-ON-24,2,0,0,0,0,0,0
PS21208-RS-0,9,0,0,0,0,0,0
PS21208-RS-02,5,0,0,0,0,0,0
PS21208-RS-04,8,0,0,0,0,0,0
PS21208-RS-06,13,0,0,0,0,0,0
PS21208-RS-08,28,0,0,0,0,0,0
PS21208-RS-10,36,0,0,0,0,0,0
PS21208-RS-12,37,0,0,0,0,0,0
PS21208-RS-14,58,0,0,0,0,0,0
PS21208-RS-16,37,0,0,0,0,0,0
PS21208-RS-18,52,0,0,0,0,0,0
PS21208M-RS-00,1,0,0,0,0,0,0
PS21218-CH-0,2,0,0,0,0,0,0
PS21218-CH-10,4,0,0,0,0,0,0
PS21218-CH-16,1,0,0,0,0,0,0
PS21218-CH-18,1,0,0,0,0,0,0
PS21218-IC-04,1,0,0,0,0,0,0
PS21218-IC-06,1,0,0,0,0,0,0
PS21218-IC-08,2,0,0,0,0,0,0
PS21218-IC-10,2,0,0,0,0,0,0
PS21218-IC-12,1,0,0,0,0,0,0
PS21218-IC-14,1,0,0,0,0,0,0
PS21218-IC-18,1,0,0,0,0,0,0
PS21218-MV-18,1,0,0,0,0,0,0
PS21235-EM-0,5,0,0,0,0,0,0
PS21235-EM-02,4,0,0,0,0,0,0
PS21235-EM-04,3,0,0,0,0,0,0
PS21235-EM-06,2,0,0,0,0,0,0
PS21235-EM-08,5,0,0,0,0,0,0
PS21235-IVAB-06,1,0,0,0,0,0,0
PS21235-IVAB-08,8,0,0,0,0,0,0
PS21235-IVAB-10,2,0,0,0,0,0,0
PS21235-LC-06,6,0,0,0,0,0,0
PS21235-LC-08,8,0,0,0,0,0,0
PS21235-LC-10,5,0,0,0,0,0,0
PS21235-LC-12,1,0,0,0,0,0,0
PS21279-CH-0,7,0,0,0,0,0,0
PS21279-CH-02,4,0,0,0,0,0,0
PS21279-CH-04,7,0,0,0,0,0,0
PS21279-CH-18,4,0,0,0,0,0,0
PS21279-CH-20,2,0,0,0,0,0,0
PS21279-CH-22,1,0,0,0,0,0,0
PS22036-AQ-06,1,0,0,0,0,0,0
PS22036-AQ-08,1,0,0,0,0,0,0
PS22036-AQ-10,1,0,0,0,0,0,0
PS22036-AQ-14,1,0,0,0,0,0,0
PS22036-AQ-16,1,0,0,0,0,0,0
PS22036-AQ-18,1,0,0,0,0,0,0
PS22036-CDBL-12,1,0,0,0,0,0,0
PS22036-CDBL-14,1,0,0,0,0,0,0
PS22036-CDPK-10,2,0,0,0,0,0,0
PS22036-CDPK-22,1,0,0,0,0,0,0
PS22036-CDPK-24,1,0,0,0,0,0,0
PS22036-CLTBL-00,1,0,0,0,0,0,0
PS22036-CLTBL-02,2,0,0,0,0,0,0
PS22036-CLTBL-08,1,0,0,0,0,0,0
PS22036-CLTBL-10,2,0,0,0,0,0,0
PS22036-CLTBL-14,1,0,0,0,0,0,0
PS22036-CLTBL-16,1,0,0,0,0,0,0
PS22036-CLTBL-18,1,0,0,0,0,0,0
PS22036-CT-08,1,0,0,0,0,0,0
PS22036-CT-14,1,0,0,0,0,0,0
PS22036-EM-0,1,0,0,0,0,0,0
PS22036-EM-06,1,0,0,0,0,0,0
PS22036-HPK-18,2,0,0,0,0,0,0
PS22036-HPK-20,4,0,0,0,0,0,0
PS22036-HPK-22,1,0,0,0,0,0,0
PS22036-LC-10,3,0,0,0,0,0,0
PS22036-LC-18,1,0,0,0,0,0,0
PS22036-LC-20,1,0,0,0,0,0,0
PS22036-PKMU-0,1,0,0,0,0,0,0
PS22036-PKMU-00,2,0,0,0,0,0,0
PS22036-PKMU-04,2,0,0,0,0,0,0
PS22036-PKMU-06,3,0,0,0,0,0,0
PS22036-PKMU-08,3,0,0,0,0,0,0
PS22036-PKMU-10,2,0,0,0,0,0,0
PS22036-PKMU-12,2,0,0,0,0,0,0
PS22036-PKMU-16,1,0,0,0,0,0,0
PS22036-PKMU-20,2,0,0,0,0,0,0
PS22036-PKMU-22,2,0,0,0,0,0,0
PS22036-PKMU-24,1,0,0,0,0,0,0
PS22036-RD-00,2,0,0,0,0,0,0
PS22036-RD-06,2,0,0,0,0,0,0
PS22036-RD-10,2,0,0,0,0,0,0
PS22036-RD-14,2,0,0,0,0,0,0
PS22036-RD-16,1,0,0,0,0,0,0
PS22036-YL-10,1,0,0,0,0,0,0
PS22122-NV-02,1,0,0,0,0,0,0
PS22158-RD-12,1,0,0,0,0,0,0
PS22180-EM-16,1,0,0,0,0,0,0
PS22180-EM-18,1,0,0,0,0,0,0
PS22180-MV-14,1,0,0,0,0,0,0
PS22180-NV-18,1,0,0,0,0,0,0
PS22194-BL-02,1,0,0,0,0,0,0
PS22194-BL-06,1,0,0,0,0,0,0
PS22194-PK-0,2,0,0,0,0,0,0
PS22348-LC-10,6,0,0,0,0,0,0
PS22348-LC-14,4,0,0,0,0,0,0
PS22348-LC-16,1,0,0,0,0,0,0
PS22348-LBL-06,3,0,0,0,0,0,0
PS22348-LBL-08,1,0,0,0,0,0,0
PS22348-LBL-10,15,0,0,0,0,0,0
PS22348-LBL-12,11,0,0,0,0,0,0
PS22348-LBL-14,7,0,0,0,0,0,0
PS22348-LBL-16,1,0,0,0,0,0,0
PS22348-PK-06,2,0,0,0,0,0,0
PS22348-PK-08,14,0,0,0,0,0,0
PS22348-PK-10,19,0,0,0,0,0,0
PS22348-PK-12,16,0,0,0,0,0,0
PS22348-PK-14,17,0,0,0,0,0,0
PS22348-PK-16,1,0,0,0,0,0,0
PS22349-HPK-0,1,0,0,0,0,0,0
PS22350-BH-10,1,0,0,0,0,0,0
PS22350-BH-12,1,0,0,0,0,0,0
PS22350-BH-14,2,0,0,0,0,0,0
PS22350-BH-16,1,0,0,0,0,0,0
PS22350-EM-14,5,0,0,0,0,0,0
PS22350-LC-08,3,0,0,0,0,0,0
PS22350-LC-10,7,0,0,0,0,0,0
PS22350-LC-12,5,0,0,0,0,0,0
PS22350-LC-14,4,0,0,0,0,0,0
PS22350-LC-16,4,0,0,0,0,0,0
PS22350-LC-18,5,0,0,0,0,0,0
PS22350-LBL-0,3,0,0,0,0,0,0
PS22350-LBL-02,1,0,0,0,0,0,0
PS22350-LBL-04,5,0,0,0,0,0,0
PS22350-LBL-06,1,0,0,0,0,0,0
PS22350-LBL-08,3,0,0,0,0,0,0
PS22350-LBL-10,1,0,0,0,0,0,0
PS22350-LBL-12,1,0,0,0,0,0,0
PS22350-LBL-14,3,0,0,0,0,0,0
PS22350-LBL-18,2,0,0,0,0,0,0
PS22350-PK-08,1,0,0,0,0,0,0
PS22350-PK-10,5,0,0,0,0,0,0
PS22350-PK-12,3,0,0,0,0,0,0
PS22350-PK-14,3,0,0,0,0,0,0
PS22350-PK-18,2,0,0,0,0,0,0
PS22385-PK-0,1,0,0,0,0,0,0
PS22385-YL-0,2,0,0,0,0,0,0
PS22385-YL-10,1,0,0,0,0,0,0
PS22404-BK-0,13,0,0,0,0,0,0
PS22404-BK-02,13,0,0,0,0,0,0
PS22404-BK-04,21,0,0,0,0,0,0
PS22404-BK-06,11,0,0,0,0,0,0
PS22404-BK-08,19,0,0,0,0,0,0
PS22404-BK-10,10,0,0,0,0,0,0
PS22404-BK-12,16,0,0,0,0,0,0
PS22404-BK-14,6,0,0,0,0,0,0
PS22404-CT-0,24,0,0,0,0,0,0
PS22404-CT-02,24,0,0,0,0,0,0
PS22404-CT-04,20,0,0,0,0,0,0
PS22404-CT-06,26,0,0,0,0,0,0
PS22404-CT-08,15,0,0,0,0,0,0
PS22404-CT-10,22,0,0,0,0,0,0
PS22404-CT-12,9,0,0,0,0,0,0
PS22404-CT-14,7,0,0,0,0,0,0
PS22404-EM-0,23,0,0,0,0,0,0
PS22404-EM-02,9,0,0,0,0,0,0
PS22404-EM-04,20,0,0,0,0,0,0
PS22404-EM-06,15,0,0,0,0,0,0
PS22404-EM-08,18,0,0,0,0,0,0
PS22404-EM-10,14,0,0,0,0,0,0
PS22404-EM-12,14,0,0,0,0,0,0
PS22404-EM-14,4,0,0,0,0,0,0
PS22404-LBL-0,20,0,0,0,0,0,0
PS22404-LBL-02,14,0,0,0,0,0,0
PS22404-LBL-04,18,0,0,0,0,0,0
PS22404-LBL-06,20,0,0,0,0,0,0
PS22404-LBL-08,15,0,0,0,0,0,0
PS22404-LBL-10,12,0,0,0,0,0,0
PS22404-LBL-12,13,0,0,0,0,0,0
PS22404-LBL-14,9,0,0,0,0,0,0
PS22404-LBL-16,7,0,0,0,0,0,0
PS22404-LBL-18,3,0,0,0,0,0,0
PS22404-RD-0,16,0,0,0,0,0,0
PS22404-RD-02,16,0,0,0,0,0,0
PS22404-RD-04,18,0,0,0,0,0,0
PS22404-RD-06,15,0,0,0,0,0,0
PS22404-RD-08,14,0,0,0,0,0,0
PS22404-RD-10,9,0,0,0,0,0,0
PS22404-RD-12,11,0,0,0,0,0,0
PS22404-RD-14,16,0,0,0,0,0,0
PS22410C-GD-0,2,0,0,0,0,0,0
PS22410C-GD-02,9,0,0,0,0,0,0
PS22410C-GD-04,3,0,0,0,0,0,0
PS22480C-OG-06,5,0,0,0,0,0,0
PS22480C-OG-08,2,0,0,0,0,0,0
PS22480C-OG-10,3,0,0,0,0,0,0
PS22480C-YL-0,1,0,0,0,0,0,0
PS22480C-YL-02,3,0,0,0,0,0,0
PS22480C-YL-04,2,0,0,0,0,0,0
PS22480C-YL-06,3,0,0,0,0,0,0
PS22480C-YL-08,4,0,0,0,0,0,0
PS22518-HPK-02,1,0,0,0,0,0,0
PS22547-HPK-0,3,0,0,0,0,0,0
PS22547-HPK-06,5,0,0,0,0,0,0
PS22552-CT-0,1,0,0,0,0,0,0
PS22552-CT-02,2,0,0,0,0,0,0
PS22666-BH-0,9,0,0,0,0,0,0
PS22666-BH-02,8,0,0,0,0,0,0
PS22666-BH-04,2,0,0,0,0,0,0
PS22666-BH-10,4,0,0,0,0,0,0
PS22666-BH-12,2,0,0,0,0,0,0
PS22666-BH-14,8,0,0,0,0,0,0
PS22666-BH-16,8,0,0,0,0,0,0
PS22666-BH-18,4,0,0,0,0,0,0
PS22666-CT-0,4,0,0,0,0,0,0
PS22666-CT-02,2,0,0,0,0,0,0
PS22666-CT-04,1,0,0,0,0,0,0
PS22666-CT-16,3,0,0,0,0,0,0
PS22666-HPK-02,5,0,0,0,0,0,0
PS22666-HPK-04,1,0,0,0,0,0,0
PS22666-HPK-06,1,0,0,0,0,0,0
PS22666-HPK-08,6,0,0,0,0,0,0
PS22666-HPK-16,11,0,0,0,0,0,0
PS22666-HPK-18,10,0,0,0,0,0,0
PS22666-LBL-14,1,0,0,0,0,0,0
PS22666-LBL-16,2,0,0,0,0,0,0
PS22666-LC-02,4,0,0,0,0,0,0
PS22666-LC-04,3,0,0,0,0,0,0
PS22666-LC-10,1,0,0,0,0,0,0
PS22666-LC-14,6,0,0,0,0,0,0
PS22666-LC-16,7,0,0,0,0,0,0
PS22666-RD-00,3,0,0,0,0,0,0
PS22666-RD-0,2,0,0,0,0,0,0
PS22666-RD-02,5,0,0,0,0,0,0
PS22778C-CT-0,7,0,0,0,0,0,0
PS22778C-CT-06,3,0,0,0,0,0,0
PS22778C-CT-08,8,0,0,0,0,0,0
PS22778C-CT-10,3,0,0,0,0,0,0
PS22778C-HPK-0,1,0,0,0,0,0,0
PS22782C-CT-04,2,0,0,0,0,0,0
PS22782C-RD-0,6,0,0,0,0,0,0
PS22782C-RD-02,3,0,0,0,0,0,0
PS22782C-RD-04,5,0,0,0,0,0,0
PS23001-BK-04,2,0,0,0,0,0,0
PS23001-WH-0,4,0,0,0,0,0,0
PS23009-BK-0,8,0,0,0,0,0,0
PS23009-BK-02,7,0,0,0,0,0,0
PS23009-BK-04,3,0,0,0,0,0,0
PS23009-BK-06,6,0,0,0,0,0,0
PS23009-BK-08,5,0,0,0,0,0,0
PS23009-BK-10,6,0,0,0,0,0,0
PS23009-BK-12,3,0,0,0,0,0,0
PS23009-WH-02,3,0,0,0,0,0,0
PS23012-PK-12,3,0,0,0,0,0,0
PS23013-NV-0,3,0,0,0,0,0,0
PS23013-NV-02,2,0,0,0,0,0,0
PS23013-NV-04,4,0,0,0,0,0,0
PS23013-PK-0,3,0,0,0,0,0,0
PS23016-IV-10,4,0,0,0,0,0,0
PS23016-BL-04,5,0,0,0,0,0,0
PS23019-BK-0,9,0,0,0,0,0,0
PS23019-BK-02,8,0,0,0,0,0,0
PS23019-BK-04,15,0,0,0,0,0,0
PS23019-BK-06,15,0,0,0,0,0,0
PS23019-BK-08,10,0,0,0,0,0,0
PS23019-BK-10,10,0,0,0,0,0,0
PS23019-BK-12,5,0,0,0,0,0,0
PS23019-NV-0,3,0,0,0,0,0,0
PS23019-PK-0,4,0,0,0,0,0,0
PS23019-PK-10,3,0,0,0,0,0,0
PS23025-EM-0,3,0,0,0,0,0,0
PS23025-EM-02,2,0,0,0,0,0,0
PS23061-BH-10,1,0,0,0,0,0,0
PS23061-BH-12,2,0,0,0,0,0,0
PS23061-PK-0,1,0,0,0,0,0,0
PS23061-PK-04,18,0,0,0,0,0,0
PS23061-PK-08,9,0,0,0,0,0,0
PS23061-PK-10,4,0,0,0,0,0,0
PS23061-PK-12,8,0,0,0,0,0,0
PS23061-PK-16,1,0,0,0,0,0,0
PS23106-BK-0,4,0,0,0,0,0,0
PS23106-BK-02,2,0,0,0,0,0,0
PS23106-RD-0,5,0,0,0,0,0,0
PS23116-BK-0,2,0,0,0,0,0,0
PS23116-BK-02,3,0,0,0,0,0,0
PS23116-RD-0,16,0,0,0,0,0,0
PS23116-RD-02,6,0,0,0,0,0,0
PS23146-BL-0,4,0,0,0,0,0,0
PS23146-BL-10,2,0,0,0,0,0,0
PS23146-CT-0,6,0,0,0,0,0,0
PS23164-BL-0,2,0,0,0,0,0,0
PS23188-BL-0,7,0,0,0,0,0,0
PS23254-EM-0,11,0,0,0,0,0,0
PS23254-EM-02,23,0,0,0,0,0,0
PS23254-EM-04,39,0,0,0,0,0,0
PS23254-EM-06,20,0,0,0,0,0,0
PS23254-EM-08,3,0,0,0,0,0,0
PS23254-RD-0,7,0,0,0,0,0,0
PS23254-RD-02,7,0,0,0,0,0,0
PS23254-RD-04,9,0,0,0,0,0,0
PS23260-SV-0,1,0,0,0,0,0,0
PS23260-SV-04,1,0,0,0,0,0,0
PS23282-LC-00,1,0,0,0,0,0,0
PS23282-RD-0,1,0,0,0,0,0,0
PS23323-LC-0,5,0,0,0,0,0,0
PS23323-LC-02,2,0,0,0,0,0,0
PS23323-LC-04,3,0,0,0,0,0,0
PS23356E-BK-0,4,0,0,0,0,0,0
PS23356E-BK-00,2,0,0,0,0,0,0
PS23356E-BK-02,6,0,0,0,0,0,0
PS23356E-BK-04,4,0,0,0,0,0,0
PS23356E-BK-06,5,0,0,0,0,0,0
PS23369-BK-00,1,0,0,0,0,0,0
PS23369-LBL-02,1,0,0,0,0,0,0
PS23369-LBL-10,1,0,0,0,0,0,0
PS23377-RD-06,1,0,0,0,0,0,0
PS23392-CT-0,6,0,0,0,0,0,0
PS23392-CT-02,7,0,0,0,0,0,0
PS23392-CT-04,8,0,0,0,0,0,0
PS23392-CT-06,7,0,0,0,0,0,0
PS23407-BL-0,3,0,0,0,0,0,0
PS23407-BL-02,4,0,0,0,0,0,0
PS23407-BL-08,4,0,0,0,0,0,0
PS23407-BL-10,1,0,0,0,0,0,0
PS23407-BL-12,1,0,0,0,0,0,0
PS23407-GP-0,1,0,0,0,0,0,0
PS23407-GP-04,1,0,0,0,0,0,0
PS23407-GP-06,1,0,0,0,0,0,0
PS23407-GP-16,3,0,0,0,0,0,0
PS23407-GP-20,1,0,0,0,0,0,0
PS23407-MG-10,1,0,0,0,0,0,0
PS23408-BTOG-08,2,0,0,0,0,0,0
PS23408-BTOG-10,3,0,0,0,0,0,0
PS23408-BTOG-12,2,0,0,0,0,0,0
PS23408-NV-0,5,0,0,0,0,0,0
PS23408-NV-02,4,0,0,0,0,0,0
PS23408-NV-04,5,0,0,0,0,0,0
PS23408-NV-06,10,0,0,0,0,0,0
PS23408-NV-08,2,0,0,0,0,0,0
PS23408-NV-10,6,0,0,0,0,0,0
PS23408-NV-12,1,0,0,0,0,0,0
PS23408-ON-04,1,0,0,0,0,0,0
PS23408-ON-06,1,0,0,0,0,0,0
PS23408-PP-0,1,0,0,0,0,0,0
PS23408-PP-10,4,0,0,0,0,0,0
PS23474-LC-0,5,0,0,0,0,0,0
PS23479-BL-0,1,0,0,0,0,0,0
PS23480-RD-0,7,0,0,0,0,0,0
PS23480-RD-02,7,0,0,0,0,0,0
PS23480-RD-04,9,0,0,0,0,0,0
PS23499-PK-04,2,0,0,0,0,0,0
PS23499-PK-06,1,0,0,0,0,0,0
PS23499-PK-08,1,0,0,0,0,0,0
PS23519-CH-14,2,0,0,0,0,0,0
PS23519-TQ-08,3,0,0,0,0,0,0
PS23519-TQ-12,1,0,0,0,0,0,0
PS23519-TQ-14,4,0,0,0,0,0,0
PS23521-BTOG-14,3,0,0,0,0,0,0
PS23521-BTOG-16,5,0,0,0,0,0,0
PS23521-BTOG-18,2,0,0,0,0,0,0
PS23521-GP-14,3,0,0,0,0,0,0
PS23521-GP-16,14,0,0,0,0,0,0
PS23521-GP-18,15,0,0,0,0,0,0
PS23521-MG-08,4,0,0,0,0,0,0
PS23521-MG-10,7,0,0,0,0,0,0
PS23521-MG-12,6,0,0,0,0,0,0
PS23521-MG-14,7,0,0,0,0,0,0
PS23521-MG-16,12,0,0,0,0,0,0
PS23521-MG-18,20,0,0,0,0,0,0
PS23521-NV-10,9,0,0,0,0,0,0
PS23521-NV-12,4,0,0,0,0,0,0
PS23521-NV-14,11,0,0,0,0,0,0
PS23521-NV-16,16,0,0,0,0,0,0
PS23521-NV-18,10,0,0,0,0,0,0
PS23521-PK-08,2,0,0,0,0,0,0
PS23521-PK-10,6,0,0,0,0,0,0
PS23521-PK-14,1,0,0,0,0,0,0
PS23521-RD-18,8,0,0,0,0,0,0
PS23521-TQ-10,1,0,0,0,0,0,0
PS23521-TQ-12,3,0,0,0,0,0,0
PS23521-TQ-16,6,0,0,0,0,0,0
PS23521-TQ-18,6,0,0,0,0,0,0
PS23551C-LC-0,4,0,0,0,0,0,0
PS23551C-LC-02,3,0,0,0,0,0,0
PS23551C-LC-04,1,0,0,0,0,0,0
PS23551C-LC-06,3,0,0,0,0,0,0
PS23551C-LC-08,2,0,0,0,0,0,0
PS23551C-LC-10,3,0,0,0,0,0,0
PS23551C-PK-0,4,0,0,0,0,0,0
PS23551C-PK-02,1,0,0,0,0,0,0
PS23551C-PK-04,3,0,0,0,0,0,0
PS23551C-PK-06,4,0,0,0,0,0,0
PS23551C-PK-08,3,0,0,0,0,0,0
PS23551C-SV-0,2,0,0,0,0,0,0
PS23551C-SV-10,1,0,0,0,0,0,0
PS23551C-SV-12,1,0,0,0,0,0,0
PS23556C-NV-08,1,0,0,0,0,0,0
PS23648E-BK-0,3,0,0,0,0,0,0
PS23648E-BK-00,3,0,0,0,0,0,0
PS23648E-BK-02,2,0,0,0,0,0,0
PS23648E-BK-04,1,0,0,0,0,0,0
PS23648E-BK-06,1,0,0,0,0,0,0
PS23648E-BK-10,2,0,0,0,0,0,0
PS23648E-BK-12,3,0,0,0,0,0,0
PS23648E-BK-14,3,0,0,0,0,0,0
PS23648E-BK-16,2,0,0,0,0,0,0
PS23648E-BK-18,2,0,0,0,0,0,0
PS23648E-CH-0,9,0,0,0,0,0,0
PS23648E-CH-02,5,0,0,0,0,0,0
PS23648E-CH-04,10,0,0,0,0,0,0
PS23648E-CH-06,7,0,0,0,0,0,0
PS23648E-CH-08,5,0,0,0,0,0,0
PS23648E-CH-10,8,0,0,0,0,0,0
PS23648E-CH-12,7,0,0,0,0,0,0
PS23648E-CH-14,8,0,0,0,0,0,0
PS23648E-CH-16,8,0,0,0,0,0,0
PS23648E-CH-18,8,0,0,0,0,0,0
PS23648E-EM-04,1,0,0,0,0,0,0
PS23648E-EM-06,1,0,0,0,0,0,0
PS23648E-EM-18,1,0,0,0,0,0,0
PS23648E-FS-00,1,0,0,0,0,0,0
PS23648E-FS-02,3,0,0,0,0,0,0
PS23648E-FS-14,2,0,0,0,0,0,0
PS23648E-FS-16,3,0,0,0,0,0,0
PS23648E-FS-18,3,0,0,0,0,0,0
PS23648E-HPK-00,1,0,0,0,0,0,0
PS23648E-IC-0,9,0,0,0,0,0,0
PS23648E-IC-02,9,0,0,0,0,0,0
PS23648E-IC-04,7,0,0,0,0,0,0
PS23648E-IC-06,8,0,0,0,0,0,0
PS23648E-IC-08,6,0,0,0,0,0,0
PS23648E-IC-10,9,0,0,0,0,0,0
PS23648E-IC-12,9,0,0,0,0,0,0
PS23648E-IC-14,9,0,0,0,0,0,0
PS23648E-IC-16,9,0,0,0,0,0,0
PS23648E-IC-18,8,0,0,0,0,0,0
PS23648E-LC-0,3,0,0,0,0,0,0
PS23648E-LC-00,2,0,0,0,0,0,0
PS23648E-LC-02,6,0,0,0,0,0,0
PS23648E-LC-04,6,0,0,0,0,0,0
PS23648E-LC-06,3,0,0,0,0,0,0
PS23648E-LC-08,4,0,0,0,0,0,0
PS23648E-LC-10,4,0,0,0,0,0,0
PS23648E-LC-12,3,0,0,0,0,0,0
PS23648E-LC-14,3,0,0,0,0,0,0
PS23648E-LC-16,2,0,0,0,0,0,0
PS23648E-LC-18,2,0,0,0,0,0,0
PS23648E-MV-0,6,0,0,0,0,0,0
PS23648E-MV-00,1,0,0,0,0,0,0
PS23648E-MV-02,8,0,0,0,0,0,0
PS23648E-MV-04,8,0,0,0,0,0,0
PS23648E-MV-06,1,0,0,0,0,0,0
PS23648E-MV-08,6,0,0,0,0,0,0
PS23648E-MV-10,7,0,0,0,0,0,0
PS23648E-MV-12,9,0,0,0,0,0,0
PS23648E-MV-14,9,0,0,0,0,0,0
PS23648E-MV-16,8,0,0,0,0,0,0
PS23648E-MV-18,9,0,0,0,0,0,0
PS23648E-NV-0,7,0,0,0,0,0,0
PS23648E-NV-00,1,0,0,0,0,0,0
PS23648E-NV-02,4,0,0,0,0,0,0
PS23648E-NV-04,7,0,0,0,0,0,0
PS23648E-NV-06,5,0,0,0,0,0,0
PS23648E-NV-08,5,0,0,0,0,0,0
PS23648E-NV-10,3,0,0,0,0,0,0
PS23648E-NV-12,4,0,0,0,0,0,0
PS23648E-NV-14,7,0,0,0,0,0,0
PS23648E-NV-16,7,0,0,0,0,0,0
PS23648E-NV-18,9,0,0,0,0,0,0
PS23648E-PK-0,3,0,0,0,0,0,0
PS23648E-PK-02,3,0,0,0,0,0,0
PS23648E-PK-06,1,0,0,0,0,0,0
PS23648E-PK-08,8,0,0,0,0,0,0
PS23648E-PK-10,4,0,0,0,0,0,0
PS23648E-PK-12,4,0,0,0,0,0,0
PS23648E-PK-14,3,0,0,0,0,0,0
PS23648E-PK-16,2,0,0,0,0,0,0
PS23648E-PK-18,2,0,0,0,0,0,0
PS23648E-PU-04,3,0,0,0,0,0,0
PS23648E-PU-06,3,0,0,0,0,0,0
PS23648E-PU-08,1,0,0,0,0,0,0
PS23648E-PU-10,1,0,0,0,0,0,0
PS23648E-PU-18,3,0,0,0,0,0,0
